Retailer,Category,Sub-Category,Domain,URL,Size,Product Hierarchy,Brand,Product Name,SKU,Reg. Price,Prime,Promo Tag,Each Price,Product Description,Product Details,# of Images,Nutrition,Lifestyle/Dietary Need,Image URLs,Promo Price
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/zero-calorie-cream-soda-case/p/21105196_C06,6x355.0 ml,Food > Drinks > Soft Drinks > Specialty Soft Drinks,Zevia,Zero Calorie Cream Soda (Case),21105196_C06,5.49 pack of 6,,MULTI,0.26/100ml,,,3,,,https://assets.shop.loblaws.ca/products/21105196/b2/en/front/21105196_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21105196/b2/en/angle/21105196_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21105196/b2/en/side/21105196_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/strawberry-raspberry-water/p/21082916_EA,1 l,Food > Drinks > Water > Flavoured Water,Fruit Drop,Strawberry Raspberry Water,21082916_EA,1.49 ea,,MULTI,0.15/100ml,,Naturally fruit flavoured water-based beverage Strawberry-Raspberry,3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 1 cup  (250 ml)		
Serving Size EN		per 1 cup  (250 ml)		
Serving Size EN		per 1 cup  (250 ml)		
Calories		15 cal		
Calories		15 cal		
Calories		15 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		4 g		
Total Carbohydrate		4 g		
Total Carbohydrate		4 g		
		Total Carbohydrate		4 g		
		Total Carbohydrate		4 g		
		Total Carbohydrate		4 g		
		Total Carbohydrate		4 g		
		Total Carbohydrate		4 g		
		Total Carbohydrate		4 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
Potassium		30 mg		
Potassium		30 mg		
Potassium		30 mg		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		10 mg		
Sodium		10 mg		
Sodium		10 mg		",,https://assets.shop.loblaws.ca/products/21082916/b2/en/front/21082916_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21082916/b2/en/angle/21082916_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21082916/b2/en/side/21082916_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/pure-life-sparkling-lemon-lime-case/p/21095441_C08,8x355.0 ml,Food > Drinks > Water > Flavoured Water,Nestle,"Pure Life Sparkling, Lemon Lime (Case)",21095441_C08,3.49 pack of 8,,,0.12/100ml,,,3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 355 ml		
Serving Size EN		per 355 ml		
Serving Size EN		per 355 ml		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/21095441/b2/en/front/21095441_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21095441/b2/en/angle/21095441_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21095441/b2/en/side/21095441_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/tonic-water-elderflower/p/21128489_C04,200 ml,Food > Drinks > Soft Drinks > Specialty Soft Drinks,Fever Tree,Tonic Water Elderflower,21128489_C04,6.99 c04,,MULTI,3.5/100ml,,,3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		100 ml		
Serving Size EN		100 ml		
Serving Size EN		100 ml		
Calories		35 cal		
Calories		35 cal		
Calories		35 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		9 g		
Total Carbohydrate		9 g		
Total Carbohydrate		9 g		
		Total Carbohydrate		9 g		
		Total Carbohydrate		9 g		
		Total Carbohydrate		9 g		
		Total Carbohydrate		9 g		
		Total Carbohydrate		9 g		
		Total Carbohydrate		9 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
Potassium		0 mg		
Potassium		0 mg		
Potassium		0 mg		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/21128489/b2/en/front/21128489_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21128489/b2/en/angle/21128489_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21128489/b2/en/side/21128489_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/pink-grapefruit/p/21012450_EA,1 l,Food > Drinks > Water > Flavoured Water,Perrier,Pink Grapefruit,21012450_EA,1.89 ea,,MULTI,0.19/100ml,,carbonated spring water with natural flavour,1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 250 ml		
Serving Size EN		per 250 ml		
Serving Size EN		per 250 ml		
House Hold Serving Size		0.0 not available		
House Hold Serving Size		0.0 not available		
House Hold Serving Size		0.0 not available		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/21012450/b2/en/front/21012450_front_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/pink-grapefruit-sparkling-water/p/20320832006_EA,1 l,Food > Drinks > Water > Flavoured Water,PC Blue Menu,Pink Grapefruit Sparkling Water,20320832006_EA,1.29 ea,,,0.13/100ml,,"A great alternative to pop, this refreshing, naturally flavoured sparkling water is sodium-free, calorie-free and unsweetened. So bubbly and tangy-sweet, it will appeal to kids of all ages.",1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		250 ml		
Serving Size EN		250 ml		
Serving Size EN		250 ml		
House Hold Serving Size		1.0 cup(s)		
House Hold Serving Size		1.0 cup(s)		
House Hold Serving Size		1.0 cup(s)		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
Potassium		0 mg		
Potassium		0 mg		
Potassium		0 mg		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/20320832006/b2/en/front/20320832006_front_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/tonic-water-light/p/21386358_C08,8x150.0 ml,Food > Drinks > Soft Drinks > Specialty Soft Drinks,Fever Tree,Tonic Water Light,21386358_C08,9.99 pack of 8,,,0.83/100ml,,,3,,,https://assets.shop.loblaws.ca/products/21386358/b2/en/front/21386358_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21386358/b2/en/angle/21386358_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21386358/b2/en/side/21386358_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/sparkling-natural-mineral-water-blood-orange-black/p/21242753_C08,8x330.0 ml,Food > Drinks > Water > Flavoured Water,San Pellegrino,"Sparkling Natural Mineral Water, Blood Orange & Black Raspberry(Case)",21242753_C08,6.49 pack of 8,,MULTI,0.25/100ml,,"Try S.Pellegrino Essenza, the new range of premium flavoured sparkling water where unique fruit flavours meet S.Pellegrino Sparkling Natural Mineral Water! Available in four original, unexpected fruit blends, S.Pellegrino Essenza is the flavour twist that can turn a simple meal break or refreshment moment into a delightful tasting experience. Taste S.Pellegrino Essenza Blood Orange & Black Raspberry, add a whole lot of sparkliness with zero calories!Discover all the unique blends of S.Pellegrino Essenza and open up to a new world of flavours.

- S.Pellegrino Essenza is a fine Italian quality flavoured sparkling water.
- Original fruit flavours are added to S.Pellegrino Sparkling Natural Mineral Water that contains a particular and unique mix of minerals.
- All indulgence, zero calories - unexpected flavour blends add a tasty twist to simple dishes without adding any calories!
- Delicate, unique flavours make it the perfect food partner, while the light, modern packaging allows you to bring a touch of Italian elegance to every  moment in your day.
- 11.15-ounce/0.33-Liter aluminium can, convenient for on-the-go, lunches and easy social gatherings. 8-can fridge pack is easy to store.",2,,,https://assets.shop.loblaws.ca/products/21242753/b2/en/front/21242753_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21242753/b2/en/angle/21242753_angle_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/carbonated-natural-spring-water-lemon-case/p/20084633001_C06,6x500.0 ml,Food > Drinks > Water > Flavoured Water,Perrier,"Carbonated Natural Spring Water, Lemon (Case)",20084633001_C06,7.99 pack of 6,,MULTI,0.27/100ml,,Carbonated spring water with natural flavour.,3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 500 ml		
Serving Size EN		per 500 ml		
Serving Size EN		per 500 ml		
House Hold Serving Size		0.0 not available		
House Hold Serving Size		0.0 not available		
House Hold Serving Size		0.0 not available		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		5 mg		
Sodium		5 mg		
Sodium		5 mg		",,https://assets.shop.loblaws.ca/products/20084633001/b2/en/front/20084633001_front_a06_@2.png| https://assets.shop.loblaws.ca/products/20084633001/b2/en/angle/20084633001_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/20084633001/b2/en/side/20084633001_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/collagen-water-grapefruit/p/21313430_EA,500 ml,Food > Drinks > Soft Drinks > Specialty Soft Drinks,Flow Water,"Collagen Water, Grapefruit",21313430_EA,3.99 ea,,,0.8/100ml,,,3,,,https://assets.shop.loblaws.ca/products/21313430/b2/en/front/21313430_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21313430/b2/en/angle/21313430_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21313430/b2/en/side/21313430_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/sparkling-water-pomegranate-elderflower/p/20704629003_EA,750 ml,Food > Drinks > Water > Flavoured Water,Bottlegreen,"Sparkling Water, Pomegranate & Elderflower",20704629003_EA,3.99 ea,,,0.53/100ml,,Hand-picked elderflowers are combined with fruity pomegranate in this sparkling water.,1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		nutrition facts per 240 ml   (8 fl oz) amount % daily value based on a 2000 calorie diet.		
Serving Size EN		nutrition facts per 240 ml   (8 fl oz) amount % daily value based on a 2000 calorie diet.		
Serving Size EN		nutrition facts per 240 ml   (8 fl oz) amount % daily value based on a 2000 calorie diet.		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		70 cal		
Calories		70 cal		
Calories		70 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		17 g		
Total Carbohydrate		17 g		
Total Carbohydrate		17 g		
		Total Carbohydrate		17 g		
		Total Carbohydrate		17 g		
		Total Carbohydrate		17 g		
		Total Carbohydrate		17 g		
		Total Carbohydrate		17 g		
		Total Carbohydrate		17 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/20704629003/b2/en/front/20704629003_front_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/tonic-water-aromatic/p/21128488_C04,4x200.0 ml,Food > Drinks > Soft Drinks > Specialty Soft Drinks,Fever Tree,Tonic Water Aromatic,21128488_C04,6.99 pack of 4,,MULTI,0.87/100ml,,,3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 100 ml		
Serving Size EN		per 100 ml		
Serving Size EN		per 100 ml		
Calories		35 cal		
Calories		35 cal		
Calories		35 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		8 g		
Total Carbohydrate		8 g		
Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/21128488/b2/en/front/21128488_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21128488/b2/en/angle/21128488_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21128488/b2/en/side/21128488_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/strawberry-flavour/p/21093220_EA,1 l,Food > Drinks > Water > Flavoured Water,Perrier,Strawberry Flavour     ,21093220_EA,1.89 ea,,MULTI,0.19/100ml,,0 calories,3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 250 ml		
Serving Size EN		per 250 ml		
Serving Size EN		per 250 ml		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/21093220/b2/en/front/21093220_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21093220/b2/en/angle/21093220_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/21093220/b2/en/side/21093220_side_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/ginger-ale-case/p/20339652001_C04,4x200.0 ml,Food > Drinks > Soft Drinks > Specialty Soft Drinks,Fever Tree,Ginger Ale (Case),20339652001_C04,6.99 pack of 4,,MULTI,0.87/100ml,,,1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 100 ml		
Serving Size EN		per 100 ml		
Serving Size EN		per 100 ml		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		35 cal		
Calories		35 cal		
Calories		35 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		8 g		
Total Carbohydrate		8 g		
Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
		Total Carbohydrate		8 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/20339652001/b2/en/front/20339652001_front_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/lemon-mist-naturally-fruit-flavoured-water-beverag/p/20302565001_C06,6x500.0 ml,Food > Drinks > Water > Flavoured Water,President's Choice,Lemon Mist Naturally Fruit-Flavoured Water Beverage,20302565001_C06,3.69 pack of 6,,,0.12/100ml,,A delightfully fruity thirst-quenching alternative to ordinary water. With the wonderful sweetness of natural lemon flavour added.,1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		500 ml		
Serving Size EN		500 ml		
Serving Size EN		500 ml		
House Hold Serving Size		1.0 bottle(s)		
House Hold Serving Size		1.0 bottle(s)		
House Hold Serving Size		1.0 bottle(s)		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
Potassium		50 mg		
Potassium		50 mg		
Potassium		50 mg		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		40 mg		
Sodium		40 mg		
Sodium		40 mg		",,https://assets.shop.loblaws.ca/products/20302565001/b2/en/front/20302565001_front_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/mango-malawi/p/21362998_EA,530 ml,Food > Drinks > Water > Flavoured Water,Bai,Mango Malawi,21362998_EA,2.89 ea,,MULTI,0.55/100ml,,,1,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 530 ml		
Serving Size EN		per 530 ml		
Serving Size EN		per 530 ml		
Calories		10 cal		
Calories		10 cal		
Calories		10 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		11 g		
Total Carbohydrate		11 g		
Total Carbohydrate		11 g		
		Total Carbohydrate		11 g		
		Total Carbohydrate		11 g		
		Total Carbohydrate		11 g		
		Total Carbohydrate		11 g		
		Total Carbohydrate		11 g		
		Total Carbohydrate		11 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
Potassium		200 mg		
Potassium		200 mg		
Potassium		200 mg		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		10 mg		
Sodium		10 mg		
Sodium		10 mg		",,https://assets.shop.loblaws.ca/products/21362998/b2/en/front/21362998_front_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/electrolyte-infusions-cucumber-watermelon/p/21106395_EA,532 ml,Food > Drinks > Soft Drinks > Specialty Soft Drinks,Roar Organic,Electrolyte Infusions Cucumber Watermelon,21106395_EA,2.99 ea,,MULTI,0.56/100ml,,,2,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		532 ml		
Serving Size EN		532 ml		
Serving Size EN		532 ml		
House Hold Serving Size		18.0 fl oz		
House Hold Serving Size		18.0 fl oz		
House Hold Serving Size		18.0 fl oz		
Calories		25 cal		
Calories		25 cal		
Calories		25 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		10 g		
Total Carbohydrate		10 g		
Total Carbohydrate		10 g		
		Total Carbohydrate		10 g		
		Total Carbohydrate		10 g		
		Total Carbohydrate		10 g		
		Total Carbohydrate		10 g		
		Total Carbohydrate		10 g		
		Total Carbohydrate		10 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
Potassium		50 mg		
Potassium		50 mg		
Potassium		50 mg		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		180 mg		
Sodium		180 mg		
Sodium		180 mg		",,https://assets.shop.loblaws.ca/products/21106395/b2/en/front/21106395_front_a06_@2.png| https://assets.shop.loblaws.ca/products/21106395/b2/en/top/21106395_top_a06_@2.png,
Loblaw's,Drinks,Soft Drinks/Sodas,Loblaw.ca,https://www.loblaws.ca/sparkling-water-lime-flavour/p/20307836003_EA,1 l,Food > Drinks > Water > Flavoured Water,Nestle,Sparkling Water Lime Flavour ,20307836003_EA,1.29 ea,,MULTI,0.13/100ml,,0 calories,3,"
Code 		 Value In Grams 		 Value In Percent
Serving Size EN		per 250 ml		
Serving Size EN		per 250 ml		
Serving Size EN		per 250 ml		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Per Serve Size Amt		0.0		
Calories		0 cal		
Calories		0 cal		
Calories		0 cal		
Total Fat		0.0 g		
Total Fat		0.0 g		
Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
		Total Fat		0.0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
		Total Carbohydrate		0 g		
Protein		0.0 g		
Protein		0.0 g		
Protein		0.0 g		
				
				
				
Cholesterol		0 mg		
Cholesterol		0 mg		
Cholesterol		0 mg		
Sodium		0 mg		
Sodium		0 mg		
Sodium		0 mg		",,https://assets.shop.loblaws.ca/products/20307836003/b2/en/front/20307836003_front_a06_@2.png| https://assets.shop.loblaws.ca/products/20307836003/b2/en/angle/20307836003_angle_a06_@2.png| https://assets.shop.loblaws.ca/products/20307836003/b2/en/side/20307836003_side_a06_@2.png,
